Cannonsville,Pepacton ,Neversink ,Rondout ,Ashokan ,Schoharie 
1.064516129,0.774193548,1.548387097,1.419354839,1.612903226,0.935483871
0.870967742,0.483870968,0.903225806,0.483870968,0.774193548,0.322580645
0.857142857,0.75,1.25,1.107142857,0.964285714,0.892857143
4.612903226,5.064516129,8.774193548,7.290322581,8.903225806,5.322580645
3.4,3.033333333,5.466666667,5.066666667,6.2,2.8
0.870967742,0.774193548,1.419354839,1.322580645,0.870967742,1.032258065
3.633333333,4.3,4.533333333,4.066666667,5,3.5
2.225806452,1.967741935,1.967741935,1.935483871,1.677419355,2.129032258
2.903225806,2.032258065,1.774193548,1.935483871,1.451612903,2.193548387
2.966666667,3.2,1.733333333,1.7,1.133333333,1.333333333
2.774193548,4.322580645,3.870967742,3.387096774,3.548387097,2.806451613
2.833333333,2.5,3.2,2.866666667,2.966666667,2.433333333
1.903225806,0.935483871,1.451612903,1.161290323,1.129032258,0.903225806
0.516129032,0.225806452,0.774193548,0.64516129,0.387096774,0.387096774
5.392857143,6.107142857,10.07142857,8.107142857,10.71428571,6.392857143
0.870967742,0.516129032,0.64516129,0.419354839,0.387096774,0.419354839
2.866666667,2.566666667,3.666666667,3.333333333,2.633333333,1.966666667
3.741935484,3.580645161,5.451612903,5.129032258,5.451612903,2.838709677
2.9,3.433333333,2.9,2.7,3.1,3.5
2.516129032,3.387096774,5.419354839,4.322580645,4.290322581,2.903225806
1.64516129,1.64516129,1.64516129,1.225806452,1.129032258,1.096774194
4.5,4.733333333,4.1,3.766666667,5.3,4.9
4.290322581,4.161290323,4.322580645,3.870967742,3.677419355,3.322580645
1.466666667,1.433333333,1.7,1.233333333,1.166666667,1.2
2.322580645,1.870967742,3.258064516,2.967741935,3.096774194,2.516129032
1.967741935,1.580645161,3.548387097,3.193548387,4.161290323,1.838709677
2.714285714,2.142857143,4.142857143,3.678571429,3.142857143,1.714285714
2.741935484,2.451612903,2.967741935,2.548387097,2.612903226,2.193548387
2.6,2.833333333,5.366666667,5.133333333,4.533333333,2.5
2.64516129,1.870967742,2.064516129,2.193548387,1.935483871,1.774193548
4.7,5.166666667,6.733333333,5.7,8.333333333,6.166666667
2.64516129,2.193548387,1.741935484,1.903225806,1.870967742,2.451612903
1.612903226,1.419354839,1.935483871,2.290322581,1.870967742,0.741935484
1.433333333,2.133333333,2.966666667,2.966666667,2.933333333,2.033333333
0.967741935,1.032258065,1.064516129,0.967741935,1.129032258,0.774193548
3.733333333,3.6,4.4,3.766666667,3.333333333,3.266666667
1.838709677,1.548387097,2.290322581,1.967741935,1.838709677,1
1.741935484,1.935483871,3.612903226,2.935483871,3.935483871,2.419354839
1.714285714,1.428571429,3.214285714,3.035714286,3.571428571,2.071428571
2.806451613,3.419354839,5.903225806,5.419354839,6.322580645,4.161290323
7.266666667,6.4,8.466666667,7.366666667,8,8.2
3.903225806,3.161290323,5.322580645,5.258064516,4.612903226,3.096774194
4.266666667,3.2,4.8,4.733333333,3.6,3.066666667
1.387096774,0.935483871,1.419354839,1.35483871,0.967741935,1.064516129
3.548387097,3.032258065,3.774193548,4,3.548387097,2.838709677
2,1.833333333,2.4,2.333333333,2.6,1.633333333
1.967741935,1.677419355,2.870967742,2.709677419,2.322580645,1.838709677
3.5,3.766666667,4.833333333,4.533333333,5.766666667,4.033333333
4.741935484,4.35483871,6.096774194,6.322580645,6.129032258,4.967741935
1.161290323,1.322580645,2.129032258,1.774193548,1.483870968,1.096774194
2.464285714,2,4.285714286,3.535714286,3.25,2.928571429
1.967741935,2.161290323,3.774193548,3.451612903,3.516129032,3.096774194
3.7,3.9,6.066666667,5.666666667,5.633333333,4.366666667
6.677419355,6.806451613,8.322580645,8.129032258,7.516129032,6.838709677
1.5,1.8,2.6,2.566666667,1.666666667,1.833333333
4.741935484,4,4.451612903,4.451612903,4.580645161,3.838709677
3.096774194,2.903225806,2,1.677419355,3.516129032,2.451612903
2.166666667,1.966666667,1.733333333,1.6,1.566666667,1.833333333
1.806451613,1.935483871,2.322580645,2.129032258,1.741935484,1.838709677
3,2.366666667,3.5,2.933333333,2.133333333,1.966666667
2.483870968,1.838709677,2.741935484,2.548387097,2.387096774,1.709677419
0.580645161,0.322580645,0.870967742,0.774193548,1.161290323,0.548387097
1.678571429,1.464285714,2.285714286,2.214285714,2.071428571,1.642857143
2.129032258,1.419354839,2.35483871,2.322580645,1.612903226,1.290322581
1.6,1.333333333,1.9,1.566666667,1.333333333,0.866666667
2.935483871,2.967741935,4.129032258,3.64516129,3.64516129,2.870967742
3.2,3.633333333,3.8,3.7,3.333333333,3
2.548387097,3.032258065,5.419354839,5.290322581,4.903225806,1.903225806
2.677419355,2.419354839,4.419354839,4.387096774,3.64516129,2.419354839
5.533333333,5.1,6.233333333,5,5.433333333,5.566666667
2.290322581,2.35483871,3,2.580645161,2.548387097,1.677419355
4.4,4.266666667,6.3,6.033333333,5.2,3.933333333
1.741935484,1.64516129,2.451612903,2.193548387,2.290322581,1.677419355
2.516129032,2.516129032,3.548387097,3.096774194,4.032258065,2.483870968
3.142857143,2.75,3.535714286,3.5,3.535714286,2.607142857
2.677419355,3.225806452,3.967741935,3.451612903,3.35483871,2.806451613
1.9,1.766666667,3.233333333,2.733333333,2.566666667,2.4
3.451612903,3.612903226,4.032258065,3.258064516,3.677419355,3.451612903
4.9,5.266666667,5.566666667,6,5.3,5.133333333
4.709677419,7.161290323,4.35483871,4.064516129,4.774193548,3.612903226
2.612903226,2.096774194,4.064516129,3.774193548,3.64516129,1.903225806
1.933333333,1.4,1.8,1.7,1,1.4
2.290322581,2.387096774,3.35483871,3.483870968,2.290322581,1.677419355
4.466666667,4.3,6.2,5.9,4.766666667,3.9
1.612903226,1.548387097,3.096774194,2.903225806,4.096774194,2.290322581
3.225806452,2.903225806,3.838709677,3.419354839,4.161290323,4
0.392857143,0.142857143,0.5,0.321428571,0.464285714,0.357142857
1.258064516,1.387096774,2.580645161,2.193548387,4,1.35483871
5.133333333,6,9.5,7.733333333,11.3,8.366666667
1.709677419,1.838709677,2.161290323,1.903225806,3.548387097,1.838709677
4,3.4,2.6,2.5,2.933333333,2.733333333
4.322580645,4.935483871,4.483870968,4.709677419,5.290322581,4.806451613
3.290322581,3.580645161,4.806451613,4.387096774,3.677419355,3.677419355
4.933333333,4.766666667,7.766666667,8.233333333,7.566666667,5.233333333
3.838709677,4.258064516,4.935483871,4.451612903,5.870967742,5.129032258
1.8,1.733333333,2.966666667,2.6,3.033333333,1.833333333
1.548387097,1.064516129,1.677419355,1.64516129,1.419354839,0.903225806
1.129032258,1.225806452,2.225806452,2.032258065,1.967741935,1.741935484
2.642857143,2.321428571,3.642857143,3.107142857,3.321428571,2.178571429
2.193548387,2.225806452,2.161290323,1.677419355,1.677419355,1.677419355
2.466666667,1.866666667,2.2,1.833333333,1.966666667,1.833333333
3.677419355,3.580645161,4.677419355,4.258064516,4.387096774,4.35483871
0.833333333,0.6,0.6,0.666666667,0.666666667,0.533333333
3.677419355,5.580645161,7.516129032,6.741935484,7.419354839,4.741935484
4.064516129,3.322580645,3.967741935,4.193548387,3.290322581,2.709677419
1.666666667,1.633333333,1.8,1.8,1.633333333,1.2
2.419354839,2.032258065,2.580645161,2.064516129,2.290322581,2.064516129
4.4,3.966666667,5.7,5.166666667,6.033333333,3.833333333
1.290322581,0.967741935,1.838709677,1.35483871,1.322580645,0.774193548
1.193548387,1.064516129,1.870967742,1.677419355,1.322580645,0.64516129
1.571428571,1.392857143,2.75,2.571428571,2.178571429,1.285714286
2.35483871,1.870967742,2.709677419,2.290322581,2.580645161,1.870967742
1.866666667,1.6,2.266666667,2.133333333,1.9,1.733333333
5.580645161,5.870967742,10.03225806,8.35483871,9.806451613,7.225806452
5.533333333,5.233333333,4.3,4.433333333,5.066666667,4.533333333
3.677419355,3.322580645,2.516129032,2.387096774,2.419354839,3.548387097
2.774193548,2.129032258,2.903225806,2.935483871,2.258064516,1.774193548
2.866666667,3.866666667,6.266666667,6.066666667,6.133333333,3.633333333
4.032258065,3.64516129,4.935483871,4.677419355,5.290322581,4
3.033333333,2.733333333,3.5,3.066666667,2.7,2.366666667
0.870967742,0.516129032,1.064516129,0.870967742,1.064516129,0.612903226
3.290322581,3.290322581,4.709677419,4.258064516,4.387096774,2.870967742
2.535714286,2.642857143,3.75,3.535714286,3.428571429,2.464285714
2.64516129,2.612903226,2.612903226,2.322580645,3.032258065,2.677419355
2.9,2.6,3.466666667,3.066666667,3.366666667,2.166666667
5.258064516,5.741935484,6.64516129,6.516129032,6,4.741935484
3.766666667,3.566666667,3.166666667,2.5,3.7,2.733333333
3.258064516,2.193548387,2.677419355,3.322580645,2.580645161,1.387096774
3.967741935,4.677419355,7.451612903,7.709677419,7.258064516,5.935483871
1.366666667,0.966666667,1.566666667,1.433333333,1.166666667,0.666666667
5.096774194,4.548387097,5.451612903,4.838709677,6.129032258,4.129032258
3.3,3.3,3.8,3.533333333,4.1,3
4.483870968,3.935483871,5.838709677,5.225806452,5.870967742,2.483870968
1.838709677,1.516129032,2.322580645,2.032258065,2.258064516,1.451612903
1.785714286,1.678571429,2.035714286,1.714285714,2,1.142857143
2.806451613,2.516129032,3.35483871,3.225806452,3.903225806,2.935483871
3.133333333,2.733333333,2.566666667,2.4,2.666666667,3.2
2.774193548,2.322580645,2.741935484,2.64516129,2.35483871,2.064516129
1.8,1.733333333,0.933333333,0.866666667,1.033333333,1.4
2.935483871,2.709677419,1.870967742,1.741935484,2.193548387,2.419354839
2.935483871,3.741935484,4.225806452,3.451612903,4.096774194,3.677419355
4.2,3.866666667,3.3,3.3,3.5,2.833333333
2.741935484,2.709677419,3.741935484,3.322580645,4.387096774,2.548387097
3.8,3.8,3.766666667,3.633333333,3.933333333,2.6
2.516129032,2.129032258,2.806451613,2.677419355,2.451612903,1.935483871
1.290322581,1.548387097,2.322580645,1.967741935,2.612903226,1.290322581
1.571428571,1.214285714,1.714285714,1.642857143,1.5,1.071428571
2.612903226,2.35483871,4.258064516,3.580645161,5.064516129,2.225806452
3.233333333,3.466666667,3.433333333,3.266666667,3.5,2.766666667
2.806451613,2.419354839,2.64516129,2.548387097,2.290322581,2.290322581
1.866666667,3,5.766666667,5.6,5.933333333,2.466666667
4.258064516,3.516129032,4.032258065,3.838709677,3.870967742,3.129032258
3.096774194,3.225806452,4.193548387,3.580645161,3.483870968,2.806451613
2.333333333,2.3,2.766666667,2.666666667,2.766666667,2.2
3.580645161,2.612903226,2.193548387,1.903225806,2.129032258,1.806451613
4.133333333,3.5,5.033333333,4.466666667,4.8,2.433333333
2.161290323,2.258064516,4.64516129,4.161290323,3.580645161,3.741935484
2.225806452,2.032258065,3.096774194,2.612903226,2.677419355,1.64516129
2.25,1.785714286,2.535714286,2.392857143,2.785714286,2.107142857
4.322580645,3.967741935,5.161290323,4.935483871,6.64516129,5.612903226
5.966666667,5.233333333,5.433333333,4.733333333,7.066666667,4.8
0.870967742,1,1.741935484,1.483870968,1.225806452,0.516129032
3.566666667,2.7,2.966666667,2.866666667,2.433333333,2.5
1.483870968,1.419354839,1.935483871,1.903225806,1.35483871,0.967741935
1.967741935,1.64516129,2.129032258,2.483870968,2.322580645,1.322580645
4.133333333,4.2,5.5,5.4,4.533333333,3.666666667
2.516129032,2.612903226,3.322580645,2.967741935,3.096774194,2.580645161
4.466666667,4.1,5.6,5,6.1,4.2
2.548387097,2.612903226,3.612903226,3.161290323,3.838709677,2.677419355
3.35483871,3.032258065,4.935483871,4.258064516,4.935483871,3.258064516
1.892857143,1.321428571,2.035714286,2,2.892857143,1.785714286
4,2.935483871,5.161290323,4.516129032,4.967741935,3.903225806
3.333333333,3.633333333,3.966666667,3.266666667,3.4,2.466666667
2.483870968,2.516129032,2.709677419,2.580645161,2.580645161,2.516129032
4.466666667,4.633333333,5.1,4.733333333,3.933333333,3.433333333
4.903225806,3.774193548,4.709677419,3.806451613,4.483870968,3.064516129
4.967741935,4.774193548,4.935483871,4.838709677,4.419354839,4.064516129
1.766666667,2.733333333,4.266666667,3.666666667,4.1,2.766666667
0.741935484,0.612903226,0.741935484,0.741935484,0.677419355,0.548387097
3.433333333,2.766666667,3.3,3.033333333,3.6,1.866666667
2.129032258,1.967741935,3,2.774193548,3.064516129,2.548387097
2.709677419,2.580645161,3.806451613,3.129032258,3.451612903,2.548387097
2.535714286,2.142857143,2.571428571,2.285714286,2.392857143,2.178571429
1.870967742,2,2.677419355,2.612903226,2.516129032,1.870967742
2.366666667,2.333333333,2.4,2.333333333,2.3,2
2.225806452,1.967741935,2.290322581,2.161290323,2,1.483870968
1.7,1.666666667,1.966666667,1.766666667,1.633333333,1.566666667
3.580645161,3.548387097,4.709677419,4.903225806,4.032258065,2.483870968
1.35483871,1.129032258,1.838709677,1.677419355,1.064516129,1.225806452
3.066666667,2.733333333,3.6,3,3.533333333,2.333333333
7.419354839,6.903225806,9,7.451612903,10,7.741935484
3.366666667,3.7,6.1,5.466666667,5.333333333,4.3
2.096774194,1.516129032,2,2.032258065,2.258064516,1.741935484
5.064516129,5.387096774,7.290322581,6.161290323,9.516129032,6.129032258
2.214285714,1.357142857,2.214285714,2,2.428571429,1.571428571
2,1.516129032,2.774193548,2.419354839,2.096774194,1.838709677
4.266666667,4.066666667,6.333333333,6,6.1,3.033333333
4.096774194,3.709677419,4.225806452,3.806451613,3.806451613,3.612903226
5.833333333,4.766666667,5.833333333,5.866666667,5.466666667,3.966666667
5.64516129,6.193548387,8.096774194,7.129032258,9.64516129,6.129032258
2.709677419,2.322580645,2.64516129,2.419354839,2.161290323,1.612903226
4.033333333,3.533333333,7.1,6.666666667,8.3,5.8
3.193548387,4.161290323,6.032258065,5.096774194,6.290322581,5.483870968
5.3,5.166666667,4.966666667,4.433333333,3.133333333,3.366666667
4.903225806,5.129032258,8,6.903225806,7.193548387,4.064516129
2.258064516,2.64516129,2.709677419,2.709677419,2.870967742,1.870967742
2.285714286,1.892857143,2.25,2.178571429,2.357142857,1.785714286
2.870967742,2.451612903,3.548387097,3.451612903,3.35483871,2.193548387
2.133333333,2.6,3.233333333,3.066666667,4.133333333,3.5
3.419354839,3.64516129,3.838709677,3.64516129,3.870967742,2.580645161
2.166666667,1.4,1.2,1.3,0.8,0.833333333
2.387096774,1.935483871,2.548387097,2,3,2.290322581
2.483870968,2.741935484,4.903225806,4.709677419,5.35483871,3.838709677
3.233333333,2.633333333,3.9,3.666666667,4.366666667,2.166666667
1.612903226,1.451612903,2.193548387,2.064516129,1.967741935,1.129032258
4.066666667,3.966666667,6.433333333,5.566666667,6.7,5.2
2.451612903,2.580645161,2.967741935,2.967741935,2.64516129,3.35483871
3.838709677,3.161290323,4.806451613,5.064516129,4.419354839,2.612903226
2.428571429,2,4.357142857,3.214285714,3.571428571,3.464285714
3.451612903,2.774193548,3.677419355,3.451612903,3.129032258,2.548387097
3.366666667,3.8,4.166666667,3.966666667,4.166666667,4.166666667
3.580645161,3.35483871,7.387096774,5.838709677,6.806451613,5.774193548
6.833333333,6.9,8.6,8.766666667,8.666666667,7.133333333
3.290322581,3.193548387,3.064516129,3.064516129,2.774193548,2.193548387
1.161290323,1.096774194,1.419354839,1.387096774,1.419354839,1.451612903
2.533333333,2.633333333,2.5,2.3,2.6,1.666666667
2.870967742,2.903225806,3.838709677,3.548387097,3.741935484,3
1.5,1.466666667,2.033333333,1.633333333,2.033333333,1.033333333
1.709677419,1.225806452,1.258064516,1.193548387,1.322580645,0.903225806
4.64516129,4.580645161,5.903225806,5,6.322580645,3.935483871
1.321428571,1.178571429,2.035714286,1.964285714,2.357142857,1.357142857
3.161290323,3.64516129,4.806451613,4.451612903,5.419354839,4.64516129
2.133333333,1.833333333,1.533333333,1.433333333,1.4,1.533333333
2.548387097,2.709677419,3.290322581,2.903225806,3.290322581,2.35483871
2.3,2.433333333,2.133333333,1.933333333,1.833333333,1.9
3.451612903,3.677419355,3.387096774,2.612903226,2.903225806,4.129032258
2.290322581,3.548387097,3.193548387,2.935483871,3.35483871,2.709677419
7.4,7.866666667,9.466666667,8.733333333,9.666666667,9.366666667
1.709677419,2.096774194,3.161290323,2.935483871,2.580645161,1.903225806
3.2,2.966666667,3.766666667,3.333333333,3.833333333,3.166666667
1.161290323,1.193548387,1.774193548,1.677419355,1.935483871,1.225806452
3.419354839,2.612903226,3.290322581,3.258064516,3.064516129,3.193548387
3.107142857,2.857142857,3.107142857,2.607142857,2.714285714,2.928571429
3.677419355,4.806451613,3.548387097,3.322580645,3.774193548,3.64516129
5.6,4.966666667,3.933333333,3.666666667,4,4.466666667
5.516129032,4.709677419,4.516129032,3.774193548,4.322580645,4.193548387
5.433333333,5.9,6.6,6.033333333,7.1,5.966666667
2.677419355,3.451612903,6.096774194,5.258064516,7.64516129,3.193548387
3.483870968,3.258064516,3.548387097,3.290322581,3.419354839,3.290322581
2.766666667,2.6,3.5,3.033333333,3.9,2.166666667
2.451612903,2.225806452,2.35483871,2.193548387,2.161290323,2.064516129
1.8,1.5,2.266666667,2.3,2.633333333,1.1
3.322580645,3.322580645,5.483870968,4.483870968,5.096774194,2.580645161
1.548387097,0.870967742,1.225806452,1.193548387,1.129032258,0.612903226
2,1.821428571,2.428571429,2.571428571,2.035714286,1.107142857
4.290322581,4,5.258064516,4.225806452,4.903225806,5.64516129
0.6,0.533333333,0.966666667,1.133333333,0.733333333,0.366666667
2.322580645,1.838709677,2.612903226,2.516129032,2.709677419,1.580645161
3.3,4.333333333,5.833333333,5.5,4.966666667,3.8
2.258064516,3,2.193548387,2.225806452,1.903225806,2
2.290322581,1.967741935,2.161290323,1.806451613,2.290322581,2.290322581
3.4,4.3,5.3,4.7,4.4,4.166666667
1.387096774,1.322580645,0.967741935,0.806451613,0.612903226,1.096774194
1.733333333,1.233333333,0.8,0.733333333,1.366666667,0.833333333
1.870967742,2,2.935483871,2.741935484,2.032258065,1.741935484
2.387096774,1.935483871,1.774193548,1.419354839,1.225806452,1.774193548
1.857142857,1.964285714,1.857142857,1.714285714,1.214285714,1.75
2.903225806,2.677419355,4.032258065,3.612903226,3.677419355,2.774193548
3.333333333,3.233333333,3.9,3.533333333,3.3,2.733333333
5.516129032,4.290322581,4.612903226,4.483870968,4.483870968,3.580645161
4.2,4.833333333,5.233333333,5.566666667,3.933333333,3.1
1.290322581,1.774193548,1.387096774,0.903225806,2,1.806451613
2.612903226,3.387096774,3.096774194,2.903225806,2.935483871,2.967741935
4.8,3.966666667,5.066666667,4.9,4.566666667,3.366666667
4.161290323,4.322580645,6.161290323,5.516129032,6.161290323,4.870967742
3.6,3.733333333,4,3.766666667,3.8,3.433333333
4.677419355,3.967741935,3.967741935,3.387096774,4.032258065,4.129032258
2.225806452,2.35483871,2.64516129,2.322580645,2.774193548,2.35483871
1.857142857,1.392857143,2.964285714,2.642857143,2.928571429,2.321428571
2.064516129,2.548387097,3.64516129,3.35483871,3.35483871,2
2.933333333,2,1.866666667,1.766666667,1.866666667,2.2
3.548387097,3.838709677,3.612903226,3.419354839,5.032258065,4.129032258
4,4.8,6,5.3,6.066666667,3.9
4.935483871,4.387096774,4.129032258,3.741935484,3.096774194,2.967741935
4.129032258,3.806451613,7.419354839,7.225806452,5.580645161,4.967741935
8.3,9.733333333,11.6,10.83333333,9.2,7.366666667
5.161290323,5.419354839,6.677419355,6,6.290322581,4.838709677
4.133333333,4.4,4.533333333,3.9,4.733333333,3.533333333
4.451612903,4.290322581,6.096774194,5.838709677,6.387096774,5.516129032
2.548387097,1.967741935,2.032258065,1.580645161,1.709677419,1.483870968
1.428571429,1.571428571,1.571428571,1.428571429,1.678571429,1.357142857
2,1.903225806,2.096774194,1.903225806,2.129032258,1.741935484
3.166666667,3.2,3.966666667,3.833333333,3.933333333,3.266666667
4.838709677,4.516129032,4.612903226,4.258064516,4.387096774,3.870967742
2.466666667,2.766666667,2.966666667,2.666666667,2.933333333,2
5.870967742,4.806451613,7.967741935,7.032258065,6.096774194,5.096774194
4.451612903,5,7.548387097,6.483870968,6.483870968,6.290322581
7.466666667,7.833333333,7.9,6.933333333,9.4,7.466666667
2.161290323,1.774193548,2.129032258,1.774193548,2.129032258,1.967741935
3.1,2.866666667,4.366666667,4.3,4.333333333,2.6
3.612903226,3.451612903,4.064516129,3.677419355,4.483870968,3.225806452
4.322580645,3.774193548,4.903225806,4.096774194,4.870967742,4.225806452
2.392857143,1.607142857,2.107142857,1.892857143,2.178571429,1.392857143
3,2.903225806,4.032258065,3.290322581,3.774193548,3.838709677
4.566666667,4.5,6.866666667,6.233333333,5.8,4.566666667
1.774193548,1.451612903,1.935483871,1.806451613,2.548387097,2.935483871
2.4,2.133333333,4,3.633333333,4.533333333,2.933333333
2.967741935,3.548387097,5.064516129,4.225806452,4.548387097,2.290322581
2.548387097,2.35483871,3.741935484,3.258064516,2.677419355,2.387096774
1.833333333,2.033333333,2.9,2.8,2.633333333,1.466666667
6.838709677,6.580645161,13.64516129,12.83870968,13.12903226,10.58064516
4.9,3.966666667,4.566666667,4.333333333,4.666666667,4.1
2.741935484,2.290322581,2.741935484,2.580645161,2.741935484,2.709677419
4.419354839,4.193548387,4.870967742,4.516129032,4.548387097,4.193548387
1.428571429,1.428571429,1.714285714,1.642857143,1.821428571,1.5
1.870967742,1.741935484,0.935483871,0.870967742,0.64516129,0.935483871
3.4,3.233333333,3.433333333,3.1,3.8,2.3
2.483870968,2.806451613,5.612903226,5.322580645,5.387096774,4.35483871
10.56666667,5.5,10.23333333,9.066666667,10.83333333,9
4.322580645,3.612903226,2.193548387,1.903225806,2.258064516,3.935483871
6,5.225806452,5.225806452,4.419354839,5.193548387,4.193548387
4.2,3.866666667,5.4,4.9,5.266666667,2.766666667
4.290322581,4.322580645,5.387096774,5.096774194,5.387096774,4.161290323
3.666666667,3.2,5,4.666666667,4.833333333,3.2
1.806451613,1.806451613,2.322580645,2.258064516,2.322580645,1.322580645
3.193548387,3,3.838709677,3.35483871,3.290322581,2.096774194
3.214285714,3,2.785714286,2.428571429,2.785714286,3.035714286
3.612903226,3.35483871,4.774193548,4.322580645,3.548387097,3.387096774
4.333333333,4.433333333,6.766666667,5.966666667,6.6,8.6
1.774193548,1.580645161,1.612903226,1.580645161,1.870967742,3.290322581
2.933333333,3.066666667,3.366666667,3.3,3.433333333,3.433333333
4.161290323,4.096774194,6.193548387,5.806451613,5.838709677,3.870967742
3.612903226,3.193548387,3.290322581,2.935483871,3,2.096774194
5.066666667,4.933333333,2.666666667,2.566666667,2,5.133333333
4.451612903,3.935483871,6.580645161,5.903225806,5.741935484,6.064516129
3.533333333,3.566666667,4.533333333,4.233333333,4.1,2.866666667
4.967741935,4,5.516129032,4.870967742,4.64516129,3.870967742
2.161290323,1.903225806,1.870967742,1.64516129,1.548387097,1.225806452
6.357142857,5.964285714,7.357142857,6.428571429,6.892857143,5.571428571
6.612903226,5.903225806,6.516129032,5.096774194,4.870967742,5.548387097
1.966666667,1.9,3.266666667,2.866666667,3.366666667,1.566666667
2.677419355,2.322580645,1.64516129,1.258064516,1.741935484,1.290322581
2.9,2.4,4.3,3.833333333,4.833333333,3.4
6.193548387,6.096774194,6.322580645,5.387096774,4.870967742,5.806451613
2.64516129,2.096774194,2.483870968,2.322580645,3.032258065,3
3.666666667,3.3,5.233333333,5.133333333,4.733333333,4
3.903225806,3.419354839,4.903225806,4.677419355,3.870967742,3.290322581
1.833333333,1.666666667,2.333333333,2.033333333,2.033333333,2.2
4.483870968,4.290322581,6.193548387,5.612903226,5.774193548,6
2.290322581,1.967741935,2.64516129,2.161290323,2.677419355,2.967741935
1.714285714,1.321428571,1.892857143,1.607142857,1.107142857,0.75
2.387096774,2.258064516,2.032258065,1.677419355,2.032258065,2.161290323
1.866666667,1.7,1.9,2.266666667,2.866666667,3.1
4.193548387,4.451612903,6.35483871,5.451612903,5.741935484,5.516129032
5.466666667,5.533333333,5.533333333,4.366666667,4.433333333,5.733333333
5.548387097,5.161290323,6.419354839,5.612903226,5.838709677,5.967741935
5.709677419,5.096774194,5.774193548,4.677419355,4.870967742,5.709677419
2.066666667,2,1.633333333,1.4,1.433333333,1.933333333
4.161290323,3.193548387,4.935483871,4.322580645,4.451612903,4.387096774
1.333333333,1.4,2.8,2.733333333,2.866666667,2.1
2.677419355,2.806451613,4.516129032,4.032258065,4,3.516129032